geoid_r,macroregion,impact,diff,diff2,year_c,region,allpat,pop_r,yearsofeducation_r,gdppcregion_r,lnpopulationdensity_r,shape_area_r,id_c,pop_r_ip,yearsofeducation_r_ip,gdppcregion_r_ip,lnpopulationdensity_r_ip,shape_area_r_ip,region_ip
811,Eastern Europe,-0.23757593,0,0,2005,Anatoliki Makedonia & Thraki,0,403970.75,,18664.199,3.7599511,9406411072,,403970.75,8.3785467,18664.199,3.7599511,9406411072,Anatoliki Makedonia & Thraki
812,Eastern Europe,-0.23757593,0,0,2005,Kentriki Makedonia,4,1265241.5,,22775.471,4.6041889,12664835635,1687,1265241.5,9.7126923,22775.471,4.6041889,12664835635,Kentriki Makedonia
813,Eastern Europe,-0.23757593,0,0,2005,Ipeiros & Dytiki Makedonia,0,416732.41,,22112.17,3.5368609,12128806616,,416732.41,8.75249,22112.17,3.5368609,12128806616,Ipeiros & Dytiki Makedonia
814,Eastern Europe,-0.23757593,0,0,2005,Thessalia,3,478669.88,,21584.41,3.960597,9119492638,1687,478669.88,8.8066196,21584.41,3.960597,9119492638,Thessalia
815,Eastern Europe,-0.23757593,0,0,2005,"Sterea Ellada, Attiki, Ionia Nisia",32,3050965.5,,29302.6,5.3935289,13869391946,1687,3050965.5,10.888237,29302.6,5.3935289,13869391946,"Sterea Ellada, Attiki, Ionia Nisia"
816,Eastern Europe,-0.23757593,0,0,2005,Peloponnisos & Dytiki Ellada,1,842936.69,,21042.15,3.9042399,16990457390,1687,842936.69,8.8880253,21042.15,3.9042399,16990457390,Peloponnisos & Dytiki Ellada
817,Eastern Europe,-0.23757593,0,0,2005,Nisi Aigao,2,319774.81,,26005.189,4.0121541,5786126398,1687,319774.81,9.5114813,26005.189,4.0121541,5786126398,Nisi Aigao
818,Eastern Europe,-0.23757593,0,0,2005,Kriti,3,369322.34,,25233.85,4.2784309,5120432082,1687,369322.34,9.5552425,25233.85,4.2784309,5120432082,Kriti
819,,,-1,0,2005,East,0,135753.19,,4710.1279,3.9039581,2737049332,,135753.19,7.4776487,4710.1279,3.9039581,2737049332,East
820,,,-1,0,2005,Northeast,0,117223.97,,3267.446,4.3235888,1553479626,,117223.97,6.8910851,3267.446,4.3235888,1553479626,Northeast
821,,,-1,0,2005,Pelagonia,0,157271.88,,6877.4458,3.9000449,3183340263,,157271.88,7.4382091,6877.4458,3.9000449,3183340263,Pelagonia
822,,,-1,0,2005,Polog,0,207117.67,,3175.219,4.8543119,1614418895,,207117.67,6.4639359,3175.219,4.8543119,1614418895,Polog
823,,,0,0,2005,Skopje,0,395507.59,,10816.83,5.7990308,1198581742,1730,395507.59,8.8022833,10816.83,5.7990308,1198581742,Skopje
824,,,-1,0,2005,Southeast,0,114792.09,,6198.9248,4.1720748,1770120307,,114792.09,6.4950442,6198.9248,4.1720748,1770120307,Southeast
825,,,-1,0,2005,Southwest,0,147886.75,,4374.1611,4.145308,2342312703,,147886.75,7.2301593,4374.1611,4.145308,2342312703,Southwest
826,,,-1,0,2005,Vardar,0,88963.641,,6449.2529,3.696981,2206145228,,88963.641,7.4283485,6449.2529,3.696981,2206145228,Vardar
827,,,1,1,2005,,1,,,,,,1682,2876672,6.7573504,4241.0679,6.9918809,2639855710,Dakahlia
828,,,0,0,,,,,,,,,,,,,,,
829,,,1,1,2005,,1,,,,,,1682,2720931.5,5.4612198,4418.1084,5.9575815,7023266169,Behera
830,,,0,0,2005,,0,,,,,,,1413083.4,4.9908338,3865.5928,5.9674559,3606484925,Fayoum
831,,,0,0,2005,,0,,,,,,,2306293.5,7.0945749,4246.0898,7.62076,1128537285,Gharbia
832,,,0,0,2005,,1,,,,,,1682,2348275.8,8.0584154,4696.4282,7.4037919,1426211643,Alexandria
833,,,0,0,2005,,0,,,,,,,535902.75,7.113399,4407.1128,5.0921783,3277425539,Ismailia
834,,,1,1,2005,,3,,,,,,1682,3491527.3,7.2307196,4139.187,5.0872626,21467450096,Giza
835,,,0,0,2005,,0,,,,,,,1874120.9,6.9163508,4515.4229,7.6906967,854988595.9,Menoufia
836,,,1,1,2005,,0,,,,,,,2318843.5,4.880754,4030.394,5.3167849,11345234325,Menia
837,,,0,0,2005,,4,,,,,,1682,4487424,8.8263788,4485.7861,7.8059697,1825221106,Cairo
838,,,0,0,2005,,0,,,,,,,2398332,6.8295941,3991.0576,8.3889437,543272386.7,Kaliobia
839,,,1,1,,,,,,,,,,,,,,,
840,,,1,1,2005,,1,,,,,,1682,289557.63,8.1692867,4753.709,4.0420523,5071847369,Suez
841,,,1,1,2005,,0,,,,,,,3047949.8,6.3654532,4050.4946,6.8828573,3115366082,Shrkia
842,,,0,0,2005,,0,,,,,,,635074.69,7.1999888,3476.7678,4.2797308,8772472066,Aswan
843,,,1,1,2005,,1,,,,,,1682,1904005.9,5.3597145,3617.0791,7.2245197,1383406920,Assiut
844,,,0,0,2005,,0,,,,,,,1287662.6,4.937325,3996.0361,6.1110425,2848562540,Beni Suef
845,,,0,0,2005,,0,,,,,,,327235.41,8.851469,5879.2192,7.2123828,240779458.8,Port Said
846,,,-1,0,2005,,0,,,,,,,632951.56,6.6773195,4009.1541,7.2692447,439990072.6,Damietta
847,,,0,0,,,,,,,,,,,,,,,
848,,,0,0,2005,,0,,,,,,,1515637.6,5.9528127,4259.2134,6.4171667,2471083091,Kafr El Sheikh
849,,,0,0,,,,,,,,,,,,,,,
850,,,-1,0,2005,,0,,,,,,,1886452.1,5.8480577,3234.4963,6.7772903,2143570581,Qena
851,,,,0,2005,,0,,,,,,,,,,,,
852,,,0,0,2005,,0,,,,,,,2046569.4,5.0466156,3378.6189,7.2317042,1474725577,Suhag
853,East Asia,5.1669374,0,0,2005,Tibet,0,163009.91,3.8727479,2769.0581,-1.409395,6.67277E+11,,163009.91,3.8727479,2769.0581,-1.409395,6.67277E+11,Tibet
854,East Asia,5.1669374,1,1,2005,Qinghai,1,332956.06,6.2817359,3100.811,-0.30929679,4.53642E+11,1741,332956.06,6.2817359,3100.811,-0.30929679,4.53642E+11,Qinghai
855,East Asia,5.1669374,0,0,2005,Shaanxi,16,2257080.8,7.825808,3287.218,2.8950019,1.24814E+11,1741,2257080.8,7.825808,3287.218,2.8950019,1.24814E+11,Shaanxi
856,East Asia,5.1669374,0,0,2005,Shanxi,1240,2100776.8,7.9833269,3914.8401,3.0574801,98749109517,1741,2100776.8,7.9833269,3914.8401,3.0574801,98749109517,Shanxi
857,East Asia,5.1669374,0,0,2005,Guangxi,10,2573912.5,7.245038,2614.333,2.988869,1.29582E+11,1741,2573912.5,7.245038,2614.333,2.988869,1.29582E+11,Guangxi
858,East Asia,5.1669374,0,0,2005,Guizhou,54,2075678.6,6.106142,1671.447,3.042954,98996987999,1741,2075678.6,6.106142,1671.447,3.042954,98996987999,Guizhou
859,East Asia,5.1669374,1,1,2005,Hubei,30,3293521.3,7.7767868,3600.3479,3.4103329,1.08786E+11,1741,3293521.3,7.7767868,3600.3479,3.4103329,1.08786E+11,Hubei
860,East Asia,5.1669374,0,0,2005,Hunan,42,3563021.8,7.655786,3225.792,3.394516,1.19564E+11,1741,3563021.8,7.655786,3225.792,3.394516,1.19564E+11,Hunan
861,East Asia,5.1669374,1,1,2005,Sichuan w/ Chongqing,139,6334377,7.102253,6633.3242,2.9611311,3.2787E+11,1741,6334377,7.102253,6633.3242,2.9611311,3.2787E+11,Sichuan w/ Chongqing
862,East Asia,5.1669374,0,0,2005,Yunnan,4,2446010,6.314888,2412.2471,2.44524,2.12082E+11,1741,2446010,6.314888,2412.2471,2.44524,2.12082E+11,Yunnan
863,East Asia,5.1669374,0,0,2005,Beijing,2,1029786.4,10.30466,13635.91,4.5534339,10844658793,1741,1029786.4,10.30466,13635.91,4.5534339,10844658793,Beijing
864,East Asia,5.1669374,0,0,2005,Henan,3,5562049.5,7.4382191,3535.1609,4.016067,1.00249E+11,1741,5562049.5,7.4382191,3535.1609,4.016067,1.00249E+11,Henan
865,East Asia,5.1669374,1,1,2005,Shandong,10,5732570.5,7.53651,6129.6011,4.082448,96686265083,1741,5732570.5,7.53651,6129.6011,4.082448,96686265083,Shandong
866,East Asia,5.1669374,1,1,2005,Tianjin,21,703233.38,9.0772285,11048.49,4.5691342,7290373635,1741,703233.38,9.0772285,11048.49,4.5691342,7290373635,Tianjin
867,East Asia,5.1669374,0,0,2005,Taiwan,13636,12497717,10.9349,26692.99,6.4492059,19768611593,1738,12497717,10.9349,26692.99,6.4492059,19768611593,Taiwan
868,East Asia,5.1669374,0,0,2005,Fujian,142,1957828.9,7.4945221,5755.9199,3.3671899,67518484348,1741,1957828.9,7.4945221,5755.9199,3.3671899,67518484348,Fujian
869,East Asia,5.1669374,1,1,2005,Anhui,49,3560059,6.8753781,2728.3711,3.7620139,82724716401,1741,3560059,6.8753781,2728.3711,3.7620139,82724716401,Anhui
870,East Asia,5.1669374,1,1,2005,Guangdong w/ Hainan,1294,5408082,7.8536949,3362.259,3.8553829,1.14465E+11,1741,5408082,7.8536949,3362.259,3.8553829,1.14465E+11,Guangdong w/ Hainan
871,East Asia,5.1669374,0,0,2005,Jiangxi,204,2428218.5,7.3022361,2911.1909,3.2414,94965453719,1741,2428218.5,7.3022361,2911.1909,3.2414,94965453719,Jiangxi
872,East Asia,5.1669374,1,1,2005,Jiangsu,45,4481346,7.8965359,7629.646,4.321898,59488361023,1741,4481346,7.8965359,7629.646,4.321898,59488361023,Jiangsu
873,East Asia,5.1669374,0,0,2005,Shanghai,3,1054978.3,9.4661808,15802.39,5.733984,3411975428,1741,1054978.3,9.4661808,15802.39,5.733984,3411975428,Shanghai
874,East Asia,5.1669374,1,1,2005,Zhejiang,652,2854120.5,7.4663372,8308.7021,3.9092669,57239947770,1741,2854120.5,7.4663372,8308.7021,3.9092669,57239947770,Zhejiang
875,East Asia,5.1669374,0,0,2005,Hong Kong,582,,,,,,1739,,,,,,Hong Kong
876,East Asia,5.1669374,1,1,,,,,,,,,,,,,,,
877,Eastern Europe,-0.23757593,1,1,2005,Blagoevgrad,0,224041.41,9.8258133,6810.8042,3.9479971,4322499775,,224041.41,9.8258133,6810.8042,3.9479971,4322499775,Blagoevgrad
878,Eastern Europe,-0.23757593,1,1,2005,Haskovo,0,178006.3,9.7094641,6054.0479,3.870712,3710278486,,178006.3,9.7094641,6054.0479,3.870712,3710278486,Haskovo
879,Eastern Europe,-0.23757593,0,0,2005,Smolyan,0,88866.203,9.7106123,6594.5879,3.728148,2136104617,,88866.203,9.7106123,6594.5879,3.728148,2136104617,Smolyan
880,Eastern Europe,-0.23757593,0,0,2005,Karzhali,0,106650.3,8.8673143,6378.3721,3.9057429,2146443311,,106650.3,8.8673143,6378.3721,3.9057429,2146443311,Karzhali
881,,,0,0,2005,,0,,,,,,,1268197,7.9255915,4945.9102,6.9650435,1197544606,Berat
882,,,-1,0,2005,,0,,,,,,,1269875.6,7.7252975,3799.8484,6.5876026,1749013220,Dibra
883,,,0,0,2005,,0,,,,,,,2528264,7.7777324,5160.2578,8.4881334,520558076.6,Durres
884,,,-1,0,2005,,0,,,,,,,2418578,7.664526,4326.5425,7.0480623,2101944526,Elbasan
885,,,0,0,2005,,0,,,,,,,2525359.5,7.8157086,4663.8315,7.6191678,1239801032,Fleri
886,,,0,0,2005,,0,,,,,,,744009.88,8.1574717,5025.3115,5.9765463,1887933816,Gjirokastra
887,,,0,0,2005,,0,,,,,,,1748334.4,8.3430166,4187.8496,6.570878,2448634643,Korca
888,,,0,0,2005,,0,,,,,,,701443.38,7.5895233,4451.5122,6.4419117,1117617635,Lezha
889,,,0,0,2005,,0,,,,,,,3464896,8.9126902,7855.7686,8.0643749,1089859093,Tirana
890,,,0,0,2005,,0,,,,,,,1258966.8,8.0473709,5246.9146,6.5893903,1730891542,Vlora
891,Western Europe,0.45133045,0,0,2005,Barcelona,454,3504371.5,,33412.711,6.5164199,5182805203,1777,3504371.5,8.9042206,33412.711,6.5164199,5182805203,Barcelona
892,Western Europe,0.45133045,0,0,2005,Tarragona,14,468064.63,,33820.91,4.7162371,4188611881,1777,468064.63,9.1234055,33820.91,4.7162371,4188611881,Tarragona
893,Western Europe,0.45133045,0,0,2005,"Balears, Illes",3,638543.81,,31709.35,5.275373,3266820781,1777,638543.81,9.2810869,31709.35,5.275373,3266820781,"Balears, Illes"
894,,,0,0,2005,Akmola & Astana City,0,1037914.6,11.40483,11696.56,2.169265,1.18594E+11,,1037914.6,11.40483,11696.56,2.169265,1.18594E+11,Akmola & Astana City
895,,,0,0,2005,Aktobe,0,515703.06,11.24465,11315.07,0.81883782,2.27396E+11,,515703.06,11.24465,11315.07,0.81883782,2.27396E+11,Aktobe
896,,,1,1,2005,Atyrau,0,346316.22,11.63283,35894.449,1.431478,82754159804,,346316.22,11.63283,35894.449,1.431478,82754159804,Atyrau
897,,,-1,0,2005,East Kazakhstan,0,1089544.3,11.02544,5765.2749,1.636637,2.12062E+11,,1089544.3,11.02544,5765.2749,1.636637,2.12062E+11,East Kazakhstan
898,,,-1,0,2005,North Kazakhstan,0,561941.44,10.18232,4817.5889,1.9097641,83232146796,,561941.44,10.18232,4817.5889,1.9097641,83232146796,North Kazakhstan
899,,,-1,0,2005,Pavlodar,0,603555.06,10.7707,8928.2607,1.786584,1.01114E+11,,603555.06,10.7707,8928.2607,1.786584,1.01114E+11,Pavlodar
900,,,-1,0,2005,Karagandy,0,999068.25,11.35282,8497.2939,1.131938,3.22107E+11,,999068.25,11.35282,8497.2939,1.131938,3.22107E+11,Karagandy
901,,,0,0,2005,Kostanai,0,727414.88,10.93769,6504.0742,1.509216,1.60819E+11,,727414.88,10.93769,6504.0742,1.509216,1.60819E+11,Kostanai
902,,,1,1,2005,West Kazakhstan,0,470293.88,9.3041248,14718.82,1.376668,1.18711E+11,,470293.88,9.3041248,14718.82,1.376668,1.18711E+11,West Kazakhstan
903,Eastern Europe,-0.23757593,1,1,2005,Harju county,0,508754.56,12.32167,24158.289,4.788084,4237111108,1684,508754.56,12.32167,24158.289,4.788084,4237111108,Harju county
904,Eastern Europe,-0.23757593,0,0,2005,Hiiu county,0,9883.7295,10.58833,10962.98,2.293036,997856174.7,,9883.7295,10.58833,10962.98,2.293036,997856174.7,Hiiu county
905,Eastern Europe,-0.23757593,0,0,2005,Ida-Viru county,0,169232.72,11.58467,10029.1,3.968766,3197946287,,169232.72,11.58467,10029.1,3.968766,3197946287,Ida-Viru county
906,Eastern Europe,-0.23757593,-1,0,2005,Jrva county,0,36845.453,10.86667,9430.6299,2.677104,2533567137,,36845.453,10.86667,9430.6299,2.677104,2533567137,Jrva county
907,Eastern Europe,-0.23757593,0,0,2005,Jgeva county,0,35968.086,10.76767,7177.1851,2.6663201,2500053414,,35968.086,10.76767,7177.1851,2.6663201,2500053414,Jgeva county
908,Eastern Europe,-0.23757593,1,1,2005,Lne-Viru county,0,64807.352,10.832,11080.03,2.9470501,3402018893,,64807.352,10.832,11080.03,2.9470501,3402018893,Lne-Viru county
909,Eastern Europe,-0.23757593,1,1,2005,Lne county,0,27005.18,10.84033,10051.78,2.4451649,2341668436,,27005.18,10.84033,10051.78,2.4451649,2341668436,Lne county
910,Eastern Europe,-0.23757593,1,1,2005,Prnu county,0,84990.898,11.061,12400.92,2.921524,4576892050,,84990.898,11.061,12400.92,2.921524,4576892050,Prnu county
911,Eastern Europe,-0.23757593,,0,,,,,,,,,,,,,,,
912,Eastern Europe,-0.23757593,1,1,2005,Plva county,0,29905.789,10.73233,7532.061,2.6876099,2034890572,,29905.789,10.73233,7532.061,2.6876099,2034890572,Plva county
913,Eastern Europe,-0.23757593,1,1,2005,Rapla county,0,35757.977,11.08167,8861.3047,2.5197649,2877748955,,35757.977,11.08167,8861.3047,2.5197649,2877748955,Rapla county
914,Eastern Europe,-0.23757593,1,1,2005,Saare county,0,33487.25,10.52333,10971.76,2.4826701,2796852599,,33487.25,10.52333,10971.76,2.4826701,2796852599,Saare county
915,Eastern Europe,-0.23757593,1,1,2005,Tartu county,8,141489.13,11.92233,14795.55,3.820226,3101844177,1684,141489.13,11.92233,14795.55,3.820226,3101844177,Tartu county
916,Eastern Europe,-0.23757593,1,1,2005,Valga county,0,32736.307,10.85,8328.9707,2.84392,1905157678,,32736.307,10.85,8328.9707,2.84392,1905157678,Valga county
917,Eastern Europe,-0.23757593,0,0,2005,Viljandi county,0,53765.66,10.89033,9498.2969,2.807117,3246306733,,53765.66,10.89033,9498.2969,2.807117,3246306733,Viljandi county
918,Eastern Europe,-0.23757593,0,0,2005,Vru county,0,36137.473,10.78667,8478.4531,2.8436799,2103600393,,36137.473,10.78667,8478.4531,2.8436799,2103600393,Vru county
919,Eastern Europe,-0.23757593,0,0,2005,Kuldgas rajons,0,33387.543,,5430.9551,2.686444,2274451359,,33387.543,10.821829,5430.9551,2.686444,2274451359,Kuldgas rajons
920,Eastern Europe,-0.23757593,-1,0,2005,Liepjas rajons,0,118427.59,,9057.9033,3.5699971,3334439964,,118427.59,11.06356,9057.9033,3.5699971,3334439964,Liepjas rajons
921,Eastern Europe,-0.23757593,0,0,2005,Saldus district,0,33913.645,,7643.1128,2.8545661,1952774894,,33913.645,10.822104,7643.1128,2.8545661,1952774894,Saldus district
922,Eastern Europe,-0.23757593,0,0,2005,Talsu rajons,0,43976.727,,6795.5781,2.8749139,2481210607,,43976.727,10.871356,6795.5781,2.8749139,2481210607,Talsu rajons
923,Eastern Europe,-0.23757593,0,0,2005,Ventspils district,0,53696.492,,16653.641,3.141335,2321033706,,53696.492,11.061325,16653.641,3.141335,2321033706,Ventspils district
924,Eastern Europe,-0.23757593,0,0,2005,Balvi district,0,25899.068,,4286.6299,2.476043,2177470688,,25899.068,10.498986,4286.6299,2.476043,2177470688,Balvi district
925,Eastern Europe,-0.23757593,-1,0,2005,Daugavpils rajons,0,134463.5,,7176.0078,4.0216951,2409930139,,134463.5,11.063174,7176.0078,4.0216951,2409930139,Daugavpils rajons
926,Eastern Europe,-0.23757593,0,0,2005,Krslavas rajons,0,30858.529,,3601.259,2.6917679,2091005767,,30858.529,10.331582,3601.259,2.6917679,2091005767,Krslavas rajons
927,Eastern Europe,-0.23757593,0,0,2005,Ludzas rajons,0,29511.74,,4069.3921,2.5586481,2284483988,,29511.74,10.633405,4069.3921,2.5586481,2284483988,Ludzas rajons
928,Eastern Europe,-0.23757593,0,0,2005,Preiu rajons,0,35489.133,,5715.5068,2.970686,1819461453,,35489.133,10.603433,5715.5068,2.970686,1819461453,Preiu rajons
929,Eastern Europe,-0.23757593,0,0,2005,Rzeknes rajons,0,70884.563,,5603.25,3.377321,2419913219,,70884.563,10.876347,5603.25,3.377321,2419913219,Rzeknes rajons
930,Eastern Europe,-0.23757593,0,0,2005,Limbau rajons,0,35998.297,,5675.731,2.7181089,2375867576,,35998.297,10.991192,5675.731,2.7181089,2375867576,Limbau rajons
931,Eastern Europe,-0.23757593,1,1,2005,Ogres rajons,0,57636.355,,6220.356,3.5148981,1714729841,,57636.355,11.46345,6220.356,3.5148981,1714729841,Ogres rajons
932,Eastern Europe,-0.23757593,0,0,2005,Rgas rajons,21,860861.44,,19140.131,5.6318359,3083599435,1700,860861.44,11.93179,19140.131,5.6318359,3083599435,Rgas rajons
933,Eastern Europe,-0.23757593,0,0,2005,Tukums district,0,50532.871,,6810.877,3.0766521,2330241830,,50532.871,10.990995,6810.877,3.0766521,2330241830,Tukums district
934,Eastern Europe,-0.23757593,0,0,2005,Aluksne district,0,23232.797,,5235.1338,2.4270949,2051292265,,23232.797,11.007034,5235.1338,2.4270949,2051292265,Aluksne district
935,Eastern Europe,-0.23757593,0,0,2005,Csu rajons,0,53125.332,,7431.9951,2.934526,2823925322,,53125.332,11.206269,7431.9951,2.934526,2823925322,Csu rajons
936,Eastern Europe,-0.23757593,0,0,2005,Gulbenes rajons,0,24828.773,,5326.9248,2.6899841,1685427460,,24828.773,10.959136,5326.9248,2.6899841,1685427460,Gulbenes rajons
937,Eastern Europe,-0.23757593,0,0,2005,Madonas rajons,0,40249.664,,5749.1631,2.5779841,3056033069,,40249.664,10.932273,5749.1631,2.5779841,3056033069,Madonas rajons
938,Eastern Europe,-0.23757593,0,0,2005,Valkas rajons,0,30221.547,,7670.6499,2.586828,2274424741,,30221.547,11.08881,7670.6499,2.586828,2274424741,Valkas rajons
939,Eastern Europe,-0.23757593,0,0,2005,Valmieras rajons,0,55138.344,,8919.0049,3.220742,2201421682,,55138.344,11.167996,8919.0049,3.220742,2201421682,Valmieras rajons
940,Eastern Europe,-0.23757593,0,0,2005,Aizkraukle district,0,37170.684,,6905.7271,2.7686031,2332445617,,37170.684,10.959457,6905.7271,2.7686031,2332445617,Aizkraukle district
941,Eastern Europe,-0.23757593,0,0,2005,Bauskas rajons,0,46666.938,,5911.3271,3.286978,1743784841,,46666.938,10.727941,5911.3271,3.286978,1743784841,Bauskas rajons
942,Eastern Europe,-0.23757593,0,0,2005,Dobeles rajons,0,35020.52,,6511.0259,3.1393721,1516738222,,35020.52,10.852133,6511.0259,3.1393721,1516738222,Dobeles rajons
943,Eastern Europe,-0.23757593,0,0,2005,Jkabpils rajons,0,48159.426,,6217.2959,2.8867469,2685239469,,48159.426,10.831913,6217.2959,2.8867469,2685239469,Jkabpils rajons
944,Eastern Europe,-0.23757593,-1,0,2005,Jelgavas rajons,0,93453.484,,7349.5942,4.1688771,1445690204,,93453.484,11.0932,7349.5942,4.1688771,1445690204,Jelgavas rajons
945,,,-1,0,2005,,0,,,,,,,,,,,,
946,,,0,0,2005,,0,,,,,,,,,,,,
947,,,0,0,2005,,0,,,,,,,,,,,,
948,,,0,0,2005,,0,,,,,,,,,,,,
949,,,-1,0,2005,,0,,,,,,,,,,,,
950,,,0,0,2005,,0,,,,,,,,,,,,
951,,,0,0,2005,,1,,,,,,1676,,,,,,
952,,,1,1,2005,,0,,,,,,,,,,,,
953,,,0,0,2005,,0,,,,,,,,,,,,
954,,,0,0,2005,,0,,,,,,,,,,,,
955,,,0,0,2005,,0,,,,,,,,,,,,
956,,,0,0,2005,,0,,,,,,,,,,,,
957,Western Europe,0.45133045,0,0,2005,Waadt,212,492305.78,12.49483,36231.77,5.4462862,2122965775,1727,492305.78,12.49483,36231.77,5.4462862,2122965775,Waadt
958,Western Europe,0.45133045,0,0,2005,Wallis,32,211319.02,11.96895,26289.721,4.0437708,3704683838,1727,211319.02,11.96895,26289.721,4.0437708,3704683838,Wallis
959,Western Europe,0.45133045,0,0,2005,Genf,104,314733.66,12.83714,43038.16,7.4796562,177651901.1,1727,314733.66,12.83714,43038.16,7.4796562,177651901.1,Genf
960,Western Europe,0.45133045,0,0,2005,Bern w/ Jura,216,758826.94,12.32639,30915.461,5.027544,4974026775,1727,758826.94,12.32639,30915.461,5.027544,4974026775,Bern w/ Jura
961,Western Europe,0.45133045,0,0,2005,Freiburg,65,189619.11,12.09214,27094.029,5.0479622,1217811511,1727,189619.11,12.09214,27094.029,5.0479622,1217811511,Freiburg
962,Western Europe,0.45133045,0,0,2005,Solothurn,76,184102.67,12.13202,32083.211,5.756835,581967066.8,1727,184102.67,12.13202,32083.211,5.756835,581967066.8,Solothurn
963,Western Europe,0.45133045,0,0,2005,Neuenburg,78,124578.16,12.24539,34090.422,5.3530931,589689168.7,1727,124578.16,12.24539,34090.422,5.3530931,589689168.7,Neuenburg
964,Western Europe,0.45133045,0,0,2005,Basel-Stadt,236,138127.7,12.65415,78884.844,8.5206385,27530540.47,1727,138127.7,12.65415,78884.844,8.5206385,27530540.47,Basel-Stadt
965,Western Europe,0.45133045,0,0,2005,Basel-Land,148,197230.66,12.456,36643.07,6.2438321,383100422.3,1727,197230.66,12.456,36643.07,6.2438321,383100422.3,Basel-Land
966,Western Europe,0.45133045,0,0,2005,Aargau,243,427898.81,12.24429,33702.719,6.0223932,1037167796,1727,427898.81,12.24429,33702.719,6.0223932,1037167796,Aargau
967,Western Europe,0.45133045,0,0,2005,Zrich,562,967745,12.67405,47123.289,6.6312871,1275938019,1727,967745,12.67405,47123.289,6.6312871,1275938019,Zrich
968,Western Europe,0.45133045,-1,0,2005,Glarus,3,28126.676,11.7603,50159.07,4.025455,502210183.5,1727,28126.676,11.7603,50159.07,4.025455,502210183.5,Glarus
969,Western Europe,0.45133045,0,0,2005,Schaffhausen,17,55605.672,12.2629,37755.41,5.5257139,221478716,1727,55605.672,12.2629,37755.41,5.5257139,221478716,Schaffhausen
970,Western Europe,0.45133045,-1,0,2005,Appenzell A&I Rh.,5,50457.234,11.96519,30543.939,5.1041188,306360480.9,1727,50457.234,11.96519,30543.939,5.1041188,306360480.9,Appenzell A&I Rh.
971,Western Europe,0.45133045,0,0,2005,St. Gallen,92,342833.25,12.0865,30728.529,5.4652491,1450625949,1727,342833.25,12.0865,30728.529,5.4652491,1450625949,St. Gallen
972,Western Europe,0.45133045,0,0,2005,Graubnden,35,138242.78,12.17745,33802.711,3.299686,5100432782,1727,138242.78,12.17745,33802.711,3.299686,5100432782,Graubnden
973,Western Europe,0.45133045,0,0,2005,Thurgau,49,237201.92,12.05725,30764.359,5.9157739,639632035.1,1727,237201.92,12.05725,30764.359,5.9157739,639632035.1,Thurgau
974,Western Europe,0.45133045,0,0,2005,Luzern,78,267118.66,12.17558,30073.721,5.496335,1095661161,1727,267118.66,12.17558,30073.721,5.496335,1095661161,Luzern
975,Western Europe,0.45133045,0,0,2005,Uri,11,25613.441,11.89073,31307.67,3.484592,785468630.1,1727,25613.441,11.89073,31307.67,3.484592,785468630.1,Uri
976,Western Europe,0.45133045,0,0,2005,Schwyz,28,101035.55,12.10394,34361.25,5.0221882,665833538.4,1727,101035.55,12.10394,34361.25,5.0221882,665833538.4,Schwyz
977,Western Europe,0.45133045,0,0,2005,Obwalden,6,24852.045,12.04177,27153.221,4.2383962,358632897,1727,24852.045,12.04177,27153.221,4.2383962,358632897,Obwalden
978,Western Europe,0.45133045,-1,0,2005,Nidwalden,13,28635.662,12.25545,50193.012,4.9554348,201738673.9,1727,28635.662,12.25545,50193.012,4.9554348,201738673.9,Nidwalden
979,Western Europe,0.45133045,0,0,2005,Zug,48,78329.195,12.70928,64210.738,6.0984659,175951732.4,1727,78329.195,12.70928,64210.738,6.0984659,175951732.4,Zug
980,Western Europe,0.45133045,0,0,2005,Tessin,40,172682.67,12.34404,28310.34,4.4751949,1966510517,1727,172682.67,12.34404,28310.34,4.4751949,1966510517,Tessin
981,Western Europe,0.45133045,0,0,2005,Stockholm,540,1854196,11.81401,47578.672,5.5911741,6917347878,1726,1854196,11.81401,47578.672,5.5911741,6917347878,Stockholm
982,Western Europe,0.45133045,0,0,2005,Uppsala,136,317449.47,11.60826,29211.09,3.610867,8580152007,1726,317449.47,11.60826,29211.09,3.610867,8580152007,Uppsala
983,Western Europe,0.45133045,0,0,2005,Sdermanland,59,254052.25,10.87177,26998.131,3.6165111,6827980640,1726,254052.25,10.87177,26998.131,3.6165111,6827980640,Sdermanland
984,Western Europe,0.45133045,0,0,2005,stergtland,159,395630.84,11.13991,28879.15,3.5279131,11618150399,1726,395630.84,11.13991,28879.15,3.5279131,11618150399,stergtland
985,Western Europe,0.45133045,-1,0,2005,rebro,57,268057.09,10.96674,29432.381,3.3427579,9472965931,1726,268057.09,10.96674,29432.381,3.3427579,9472965931,rebro
986,Western Europe,0.45133045,0,0,2005,Vstmanland,18,245074.48,10.98377,29100.439,3.7737589,5628275899,1726,245074.48,10.98377,29100.439,3.7737589,5628275899,Vstmanland
987,Western Europe,0.45133045,0,0,2005,Jnkping,41,306669,10.81714,29432.381,3.335912,10911932932,1726,306669,10.81714,29432.381,3.335912,10911932932,Jnkping
988,Western Europe,0.45133045,-1,0,2005,Kronoberg,11,162482.8,10.97761,29100.439,2.9409201,8581872622,1726,162482.8,10.97761,29100.439,2.9409201,8581872622,Kronoberg
